boundary_utc,pre_rows,post_rows,pre_side,post_side,pre_first_offset_ms,pre_last_offset_ms,post_first_offset_ms,post_last_offset_ms,pre_volume,post_volume,pre_notional,post_notional,pre_vwap,post_vwap,balance_ratio,opposite_homogeneous_taker_sides,balanced_80,balanced_90,balanced_95,last_trade_before_boundary,first_trade_after_boundary
2026-06-15T00:05:00Z,1,1,sell,sell,-261,-261,37,37,19926,20186,6.256764,6.338404,0.000314,0.000314,0.987119786,false,false,false,false,true,true
2026-06-15T00:15:00Z,1,1,sell,sell,-260,-260,51,51,19558,21875,6.141212,6.86875,0.000314,0.000314,0.89408,false,false,false,false,true,true
2026-06-15T00:25:00Z,1,1,buy,buy,-260,-260,40,40,13462,20360,4.2284142,6.395076,0.0003141,0.0003141,0.6611984283,false,false,false,false,true,true
2026-06-15T00:45:00Z,1,1,sell,sell,-261,-261,37,37,20169,20249,6.333066,6.358186,0.000314,0.000314,0.9960491876,false,false,false,false,true,true
2026-06-15T00:50:00Z,1,1,sell,sell,-260,-260,39,39,20169,22663,6.3350829,7.1184483,0.0003141,0.0003141,0.8899527865,false,false,false,false,true,true
2026-06-15T00:55:00Z,1,1,sell,sell,-259,-259,38,38,22258,19813,6.989012,6.221282,0.000314,0.000314,0.8901518555,false,false,false,false,true,true
2026-06-15T01:05:00Z,1,1,sell,sell,-259,-259,39,39,20374,20546,6.397436,6.451444,0.000314,0.000314,0.9916285408,false,false,false,false,true,true
2026-06-15T01:15:00Z,1,1,sell,buy,-260,-260,39,39,18505,20262,5.8124205,6.3642942,0.0003141,0.0003141,0.913285954,true,true,true,false,true,true
2026-06-15T01:20:00Z,2,1,sell,sell,-261,-232,40,40,66370,19291,20.8424437,6.0593031,0.0003140341073,0.0003141,0.2907194179,false,false,false,false,true,true
2026-06-15T01:25:00Z,1,1,buy,buy,-260,-260,40,40,21418,17788,6.7338192,5.5925472,0.0003144,0.0003144,0.8305163881,false,false,false,false,true,true
2026-06-15T01:30:00Z,1,1,buy,sell,-259,-259,38,38,22624,21453,7.103936,6.736242,0.000314,0.000314,0.9482408062,true,true,true,false,true,true
2026-06-15T01:35:00Z,1,1,buy,buy,-253,-253,39,39,18268,21647,5.7288448,6.7884992,0.0003136,0.0003136,0.8439044671,false,false,false,false,true,true
2026-06-15T01:40:00Z,1,1,buy,sell,-259,-259,41,41,18263,18361,5.7071875,5.7433208,0.0003125,0.0003128,0.9937086398,true,true,true,true,true,true
2026-06-15T01:55:00Z,1,1,buy,sell,-258,-258,39,39,21946,22262,6.8383736,6.9368392,0.0003116,0.0003116,0.9858054083,true,true,true,true,true,true
2026-06-15T02:00:00Z,1,2,buy,buy+sell,-260,-260,37,38,17815,18517,5.5493725,5.777304,0.0003115,0.000312,0.9605470822,false,false,false,false,true,true
2026-06-15T02:05:00Z,1,1,sell,sell,-261,-261,38,38,17799,17588,5.5604076,5.4944912,0.0003124,0.0003124,0.9881454014,false,false,false,false,true,true
2026-06-15T02:10:00Z,1,1,sell,buy,-259,-259,39,39,22547,21099,7.0527016,6.5997672,0.0003128,0.0003128,0.9357785958,true,true,true,false,true,true
2026-06-15T02:15:00Z,1,1,buy,buy,-258,-258,39,39,18048,22292,5.630976,6.955104,0.000312,0.000312,0.8096178001,false,false,false,false,true,true
2026-06-15T02:20:00Z,1,1,sell,sell,-258,-258,40,40,20929,19786,6.5319409,6.1752106,0.0003121,0.0003121,0.9453867839,false,false,false,false,true,true
2026-06-15T02:25:00Z,2,1,buy,buy,-260,-260,40,40,22407,20386,7.0066689,6.3747022,0.0003127,0.0003127,0.9098049717,false,false,false,false,true,true
2026-06-15T02:30:00Z,1,1,buy,buy,-261,-261,39,39,21876,22827,6.8274996,7.1243067,0.0003121,0.0003121,0.9583388093,false,false,false,false,true,true
2026-06-15T02:35:00Z,1,1,buy,sell,-261,-261,40,40,20591,20328,6.4285102,6.3464016,0.0003122,0.0003122,0.9872274295,true,true,true,true,true,true
2026-06-15T02:40:00Z,2,2,buy+sell,buy+sell,-259,-259,42,42,21749,21295,6.8204864,6.678112,0.0003136,0.0003136,0.979125477,false,false,false,false,true,true
2026-06-15T02:45:00Z,1,1,buy,buy,-259,-259,40,40,17729,20478,5.5474041,6.4075662,0.0003129,0.0003129,0.8657583748,false,false,false,false,true,true
2026-06-15T02:50:00Z,1,1,sell,sell,-258,-258,40,40,21795,18170,6.8109375,5.678125,0.0003125,0.0003125,0.833677449,false,false,false,false,true,true
2026-06-15T02:55:00Z,1,1,sell,sell,-260,-260,40,40,18311,17634,5.7166942,5.5053348,0.0003122,0.0003122,0.9630276883,false,false,false,false,true,true
2026-06-15T03:00:00Z,1,1,sell,sell,-260,-260,39,39,19391,20466,6.0519311,6.3874386,0.0003121,0.0003121,0.9474738591,false,false,false,false,true,true
2026-06-15T03:05:00Z,1,1,buy,buy,-258,-258,39,39,19769,18904,6.1699049,5.9056096,0.0003121,0.0003124,0.9571637968,false,false,false,false,true,true
2026-06-15T03:10:00Z,2,1,sell,buy,-259,-236,42,42,50808,22577,15.784968,7.021447,0.0003106787907,0.000311,0.4448185768,true,false,false,false,true,true
2026-06-15T03:30:00Z,1,2,buy,buy,-257,-257,40,40,19369,20136,6.0140745,6.252228,0.0003105,0.0003105,0.9619090187,false,false,false,false,true,true
2026-06-15T03:35:00Z,1,1,sell,sell,-257,-257,40,40,18516,18391,5.7325536,5.6938536,0.0003096,0.0003096,0.9932490819,false,false,false,false,true,true
2026-06-15T03:40:00Z,1,1,buy,buy,-258,-258,45,45,19067,22825,5.91077,7.07575,0.00031,0.00031,0.8353559693,false,false,false,false,true,true
2026-06-15T03:45:00Z,1,2,buy,buy+sell,-257,-257,39,41,20608,22313,6.3740544,6.9237239,0.0003093,0.0003103,0.9206107135,false,false,false,false,true,true
2026-06-15T03:50:00Z,1,1,buy,sell,-259,-259,39,39,20928,17888,6.4730304,5.5327584,0.0003093,0.0003093,0.8547400612,true,true,false,false,true,true
2026-06-15T03:55:00Z,1,2,buy,buy+sell,-258,-258,39,41,22852,23089,7.0681236,7.1460455,0.0003093,0.0003095,0.9890958013,false,false,false,false,true,true
2026-06-15T04:00:00Z,2,2,buy,buy,-258,-258,43,43,21828,20671,6.777594,6.4183455,0.0003105,0.0003105,0.9469946857,false,false,false,false,true,true
2026-06-15T04:05:00Z,1,1,buy,buy,-258,-258,42,42,20149,22233,6.24619,6.89223,0.00031,0.00031,0.9062654613,false,false,false,false,true,true
2026-06-15T04:25:00Z,1,1,buy,sell,-259,-259,39,39,18160,22948,5.573304,7.0427412,0.0003069,0.0003069,0.7913543664,true,false,false,false,true,true
2026-06-15T04:30:00Z,1,1,buy,sell,-261,-261,38,38,22617,22429,6.9321105,6.8744885,0.0003065,0.0003065,0.9916876686,true,true,true,true,true,true
2026-06-15T04:35:00Z,1,1,sell,sell,-261,-261,39,39,18709,22052,5.7324376,6.7567328,0.0003064,0.0003064,0.8484037729,false,false,false,false,true,true
2026-06-15T04:40:00Z,1,1,sell,buy,-261,-261,39,39,21007,19065,6.4323434,5.837703,0.0003062,0.0003062,0.9075546246,true,true,true,false,true,true
2026-06-15T04:45:00Z,1,1,sell,sell,-261,-261,40,40,18710,20544,5.721518,6.2823552,0.0003058,0.0003058,0.9107281931,false,false,false,false,true,true
2026-06-15T04:50:00Z,1,1,sell,buy,-261,-261,40,40,21257,18318,6.5237733,5.6217942,0.0003069,0.0003069,0.8617396622,true,true,false,false,true,true
2026-06-15T04:55:00Z,1,1,buy,buy,-258,-258,40,40,19047,19861,5.8302867,6.0794521,0.0003061,0.0003061,0.9590151553,false,false,false,false,true,true
2026-06-15T05:00:00Z,1,1,sell,sell,-261,-261,55,55,21528,23022,6.5789568,7.0355232,0.0003056,0.0003056,0.9351055512,false,false,false,false,true,true
2026-06-15T05:05:00Z,1,1,buy,buy,-256,-256,38,38,18885,20973,5.797695,6.438711,0.000307,0.000307,0.9004434273,false,false,false,false,true,true
2026-06-15T05:10:00Z,1,1,sell,sell,-259,-259,40,40,22601,19643,6.9046055,6.0009365,0.0003055,0.0003055,0.8691208354,false,false,false,false,true,true
2026-06-15T05:15:00Z,1,1,buy,buy,-260,-260,38,38,18188,20216,5.5782596,6.2002472,0.0003067,0.0003067,0.8996834191,false,false,false,false,true,true
2026-06-15T05:20:00Z,1,1,buy,buy,-260,-260,37,37,22140,21823,6.790338,6.6952964,0.0003067,0.0003068,0.9860034066,false,false,false,false,true,true
2026-06-15T05:25:00Z,1,1,sell,sell,-262,-262,38,38,18063,19967,5.5363095,6.1198855,0.0003065,0.0003065,0.9046426604,false,false,false,false,true,true
2026-06-15T05:30:00Z,1,1,buy,sell,-261,-261,39,39,22523,22612,6.8965426,6.9237944,0.0003062,0.0003062,0.9960640368,true,true,true,true,true,true
2026-06-15T05:35:00Z,1,2,buy,buy,-261,-261,42,42,20740,23087,6.365106,7.0900177,0.0003069,0.0003071,0.8977560098,false,false,false,false,true,true
2026-06-15T05:40:00Z,1,1,buy,buy,-261,-261,37,37,22262,21352,6.8322078,6.5700104,0.0003069,0.0003077,0.9616233277,false,false,false,false,true,true
2026-06-15T05:50:00Z,1,2,buy,buy,-254,-254,38,38,21923,18618,6.730361,5.7287586,0.000307,0.0003077,0.8511814745,false,false,false,false,true,true
2026-06-15T05:55:00Z,1,1,sell,buy,-258,-258,43,43,18718,22773,5.7501696,6.9958656,0.0003072,0.0003072,0.8219382602,true,true,false,false,true,true
2026-06-15T06:00:00Z,1,1,sell,buy,-258,-258,39,39,20044,19235,6.1474948,5.8993745,0.0003067,0.0003067,0.9596387947,true,true,true,true,true,true
2026-06-15T06:10:00Z,2,2,buy,buy+sell,-261,-261,37,38,22106,21850,6.8130692,6.73417,0.0003082,0.0003082,0.9884194336,false,false,false,false,true,true
2026-06-15T06:15:00Z,1,1,buy,buy,-260,-260,40,40,22329,22820,6.877332,7.02856,0.000308,0.000308,0.9784837862,false,false,false,false,true,true
2026-06-15T06:20:00Z,1,1,buy,buy,-260,-260,38,38,22215,20184,6.833334,6.2106168,0.0003076,0.0003077,0.9088706625,false,false,false,false,true,true
2026-06-15T06:30:00Z,1,1,buy,buy,-260,-260,39,39,22857,18375,7.0216704,5.6448,0.0003072,0.0003072,0.8039112744,false,false,false,false,true,true
2026-06-15T06:35:00Z,1,1,sell,sell,-259,-259,44,44,19703,21250,6.0507913,6.525875,0.0003071,0.0003071,0.9272,false,false,false,false,true,true
2026-06-15T06:40:00Z,1,1,sell,buy,-259,-259,41,41,21913,20483,6.7163345,6.2780395,0.0003065,0.0003065,0.934741934,true,true,true,false,true,true
2026-06-15T06:45:00Z,1,1,buy,sell,-260,-260,45,45,20192,22049,6.2029824,6.7734528,0.0003072,0.0003072,0.9157784934,true,true,true,false,true,true
2026-06-15T06:50:00Z,1,1,buy,sell,-260,-260,40,40,19435,18927,5.9723755,5.8162671,0.0003073,0.0003073,0.9738615899,true,true,true,true,true,true
2026-06-15T06:55:00Z,1,1,sell,sell,-259,-259,39,39,21549,21903,6.6047685,6.7132695,0.0003065,0.0003065,0.9838378304,false,false,false,false,true,true
2026-06-15T07:00:00Z,1,1,buy,sell,-260,-260,41,41,18152,18322,5.5708488,5.6230218,0.0003069,0.0003069,0.990721537,true,true,true,true,true,true
2026-06-15T07:05:00Z,1,1,buy,buy,-258,-258,38,38,19622,21048,6.0121808,6.4491072,0.0003064,0.0003064,0.932250095,false,false,false,false,true,true
2026-06-15T07:10:00Z,1,1,buy,sell,-260,-260,42,42,19143,20295,5.8673295,6.2204175,0.0003065,0.0003065,0.9432372506,true,true,true,false,true,true
2026-06-15T07:15:00Z,1,1,sell,sell,-261,-261,41,41,20591,20275,6.3255552,6.22848,0.0003072,0.0003072,0.9846534894,false,false,false,false,true,true
2026-06-15T07:20:00Z,1,1,buy,buy,-260,-260,40,40,21299,20265,6.5515724,6.233514,0.0003076,0.0003076,0.9514531199,false,false,false,false,true,true
2026-06-15T07:25:00Z,1,1,sell,sell,-260,-260,40,40,21962,22449,6.7555112,6.9053124,0.0003076,0.0003076,0.9783063834,false,false,false,false,true,true
2026-06-15T07:30:00Z,1,1,sell,sell,-260,-260,39,39,18676,19411,5.7540756,5.9805291,0.0003081,0.0003081,0.962134872,false,false,false,false,true,true
2026-06-15T07:35:00Z,1,1,sell,sell,-258,-258,39,39,18310,22800,5.646804,7.03152,0.0003084,0.0003084,0.8030701754,false,false,false,false,true,true
2026-06-15T07:40:00Z,1,1,buy,buy,-259,-259,41,41,21219,20275,6.5524272,6.26092,0.0003088,0.0003088,0.9555115698,false,false,false,false,true,true
2026-06-15T07:45:00Z,1,1,buy,buy,-259,-259,40,40,20318,19776,6.2701348,6.1028736,0.0003086,0.0003086,0.9733241461,false,false,false,false,true,true
2026-06-15T07:50:00Z,2,1,buy,buy,-260,-260,39,39,22705,17889,7.006763,5.5205454,0.0003086,0.0003086,0.7878881304,false,false,false,false,true,true
2026-06-15T07:55:00Z,1,1,sell,buy,-261,-261,41,41,19726,23103,6.0874436,7.1295858,0.0003086,0.0003086,0.8538285071,true,true,false,false,true,true
2026-06-15T08:00:00Z,1,1,buy,sell,-261,-261,42,42,18145,18331,5.610434,5.6679452,0.0003092,0.0003092,0.9898532541,true,true,true,true,true,true
2026-06-15T08:05:00Z,1,1,sell,sell,-261,-261,43,43,20186,21473,6.2596786,6.6587773,0.0003101,0.0003101,0.9400642668,false,false,false,false,true,true
2026-06-15T08:10:00Z,1,1,buy,buy,-260,-260,38,38,22191,22071,6.8880864,6.8508384,0.0003104,0.0003104,0.9945924023,false,false,false,false,true,true
2026-06-15T08:15:00Z,1,1,buy,buy,-260,-260,39,39,18330,19469,5.685966,6.0392838,0.0003102,0.0003102,0.9414967384,false,false,false,false,true,true
2026-06-15T08:20:00Z,1,1,sell,buy,-260,-260,39,39,19514,18156,6.0473886,5.6265444,0.0003099,0.0003099,0.9304089372,true,true,true,false,true,true
2026-06-15T08:25:00Z,2,1,buy+sell,buy,-257,-257,41,41,22307,20264,6.9486305,6.312236,0.0003115,0.0003115,0.9084143991,false,false,false,false,true,true
2026-06-15T08:30:00Z,1,1,buy,buy,-261,-261,41,41,22376,22021,6.9656488,6.8551373,0.0003113,0.0003113,0.9841347873,false,false,false,false,true,true
2026-06-15T08:35:00Z,1,1,sell,buy,-260,-260,38,38,22391,17866,6.9703183,5.5616858,0.0003113,0.0003113,0.7979098745,true,false,false,false,true,true
2026-06-15T08:40:00Z,3,1,buy,buy,-260,-260,40,40,22228,17770,6.924022,5.535355,0.0003115,0.0003115,0.799442145,false,false,false,false,true,true
2026-06-15T08:45:00Z,1,1,buy,sell,-260,-260,39,39,20639,18643,6.4269846,5.8054302,0.0003114,0.0003114,0.9032898881,true,true,true,false,true,true
2026-06-15T08:50:00Z,1,1,buy,sell,-257,-257,39,39,20021,22721,6.226531,7.066231,0.000311,0.000311,0.8811672021,true,true,false,false,true,true
2026-06-15T08:55:00Z,1,1,buy,sell,-260,-260,38,38,18828,18029,5.902578,5.6520915,0.0003135,0.0003135,0.9575632037,true,true,true,true,true,true
2026-06-15T09:00:00Z,1,1,buy,buy,-261,-261,39,39,21450,19446,6.715995,6.0885426,0.0003131,0.0003131,0.9065734266,false,false,false,false,true,true
2026-06-15T09:05:00Z,1,1,buy,sell,-259,-259,40,40,19314,19549,6.0433506,6.1168821,0.0003129,0.0003129,0.9879789248,true,true,true,true,true,true
2026-06-15T09:10:00Z,1,1,buy,sell,-262,-262,38,38,21997,18229,6.8828613,5.7038541,0.0003129,0.0003129,0.8287039142,true,true,false,false,true,true
2026-06-15T09:15:00Z,1,1,buy,buy,-259,-259,40,40,19909,19256,6.2354988,6.0309792,0.0003132,0.0003132,0.9672007635,false,false,false,false,true,true
2026-06-15T09:20:00Z,1,1,buy,sell,-260,-260,40,40,21727,19998,6.8070691,6.2653734,0.0003133,0.0003133,0.9204215953,true,true,true,false,true,true
2026-06-15T09:25:00Z,1,1,sell,sell,-259,-259,39,39,21870,22602,6.840936,7.0699056,0.0003128,0.0003128,0.9676134855,false,false,false,false,true,true
2026-06-15T09:30:00Z,1,1,sell,sell,-260,-260,39,39,22385,19878,6.9953125,6.211875,0.0003125,0.0003125,0.8880053607,false,false,false,false,true,true
2026-06-15T09:35:00Z,1,1,sell,buy,-260,-260,39,39,22351,17869,6.9980981,5.5947839,0.0003131,0.0003131,0.7994720594,true,false,false,false,true,true
2026-06-15T09:40:00Z,1,1,buy,sell,-259,-259,39,39,19782,20804,6.1700058,6.4887676,0.0003119,0.0003119,0.9508748318,true,true,true,true,true,true
2026-06-15T09:45:00Z,1,1,buy,buy,-260,-260,41,41,21112,17853,6.5911664,5.5737066,0.0003122,0.0003122,0.8456328155,false,false,false,false,true,true
2026-06-15T09:50:00Z,3,1,sell,buy,-260,-256,41,41,25350,20622,7.87878,6.4093176,0.0003108,0.0003108,0.8134911243,true,true,false,false,true,true
2026-06-15T09:55:00Z,1,1,sell,buy,-260,-260,37,37,17918,21433,5.563539,6.6549465,0.0003105,0.0003105,0.8360005599,true,true,false,false,true,true
2026-06-15T10:00:00Z,1,1,buy,buy,-261,-261,38,38,22261,20080,6.9142666,6.236848,0.0003106,0.0003106,0.9020259647,false,false,false,false,true,true
2026-06-15T10:05:00Z,2,1,sell,sell,-259,-256,39,39,46266,19871,14.3748462,6.1739197,0.0003107,0.0003107,0.4294946613,false,false,false,false,true,true
2026-06-15T10:10:00Z,1,1,sell,buy,-259,-259,39,39,20772,22546,6.449706,7.000533,0.0003105,0.0003105,0.9213164198,true,true,true,false,true,true
2026-06-15T10:15:00Z,1,1,sell,buy,-260,-260,39,39,18196,22805,5.6662344,7.101477,0.0003114,0.0003114,0.7978951984,true,false,false,false,true,true
2026-06-15T10:20:00Z,1,1,buy,buy,-260,-260,40,40,17792,22605,5.5404288,7.039197,0.0003114,0.0003114,0.7870825039,false,false,false,false,true,true
2026-06-15T10:25:00Z,1,1,sell,buy,-257,-257,40,40,22306,20623,6.9349354,6.4116907,0.0003109,0.0003109,0.9245494486,true,true,true,false,true,true
2026-06-15T10:30:00Z,1,1,sell,sell,-259,-259,39,39,17748,18060,5.5143036,5.611242,0.0003107,0.0003107,0.9827242525,false,false,false,false,true,true
2026-06-15T10:35:00Z,1,1,sell,sell,-260,-260,38,38,21337,17810,6.6230048,5.528224,0.0003104,0.0003104,0.8347002859,false,false,false,false,true,true
2026-06-15T10:40:00Z,1,1,sell,buy,-260,-260,42,42,21882,19054,6.7681026,5.8934022,0.0003093,0.0003093,0.8707613564,true,true,false,false,true,true
2026-06-15T10:45:00Z,1,1,sell,buy,-259,-259,39,39,18983,20308,5.8581538,6.2670488,0.0003086,0.0003086,0.9347547764,true,true,true,false,true,true
2026-06-15T10:50:00Z,3,1,sell,buy,-261,-256,38,38,44008,18076,13.514525,5.5511396,0.0003070924605,0.0003071,0.4107535855,true,false,false,false,true,true
2026-06-15T10:55:00Z,1,1,buy,buy,-258,-258,39,39,19684,23084,6.0095252,7.0475452,0.0003053,0.0003053,0.852711835,false,false,false,false,true,true
2026-06-15T11:00:00Z,1,1,sell,sell,-261,-261,39,39,21074,18230,6.4612884,5.589318,0.0003066,0.0003066,0.8650469773,false,false,false,false,true,true
2026-06-15T11:05:00Z,1,1,sell,buy,-261,-261,39,39,20220,19439,6.179232,5.9405584,0.0003056,0.0003056,0.9613748764,true,true,true,true,true,true
2026-06-15T11:10:00Z,1,1,sell,buy,-259,-259,40,40,18999,19968,5.7585969,6.0523008,0.0003031,0.0003031,0.9514723558,true,true,true,true,true,true
2026-06-15T11:15:00Z,1,1,sell,buy,-259,-259,43,43,21632,21827,6.4982528,6.5568308,0.0003004,0.0003004,0.9910661108,true,true,true,true,true,true
2026-06-15T11:20:00Z,1,1,buy,buy,-260,-260,42,42,18945,18359,5.72139,5.544418,0.000302,0.000302,0.9690683558,false,false,false,false,true,true
2026-06-15T11:25:00Z,1,1,buy,sell,-259,-259,40,40,22512,22278,6.7941216,6.7235004,0.0003018,0.0003018,0.9896055437,true,true,true,true,true,true
2026-06-15T11:30:00Z,1,1,buy,buy,-261,-261,39,39,21140,22419,6.411762,6.7996827,0.0003033,0.0003033,0.9429501762,false,false,false,false,true,true
2026-06-15T11:35:00Z,1,1,sell,sell,-261,-261,39,39,18468,20003,5.6013444,6.0669099,0.0003033,0.0003033,0.9232615108,false,false,false,false,true,true
2026-06-15T11:40:00Z,1,1,buy,sell,-261,-261,37,37,19877,21856,6.0147802,6.6179968,0.0003026,0.0003028,0.9088520865,true,true,true,false,true,true
2026-06-15T11:45:00Z,1,1,buy,buy,-261,-261,40,40,23489,19680,7.1265626,5.970912,0.0003034,0.0003034,0.8378389885,false,false,false,false,true,true
2026-06-15T11:50:00Z,1,1,buy,buy,-258,-258,38,38,23121,19236,6.9917904,5.8169664,0.0003024,0.0003024,0.8319709355,false,false,false,false,true,true
2026-06-15T11:55:00Z,1,1,buy,buy,-262,-262,40,40,19899,19568,6.0433263,5.9428016,0.0003037,0.0003037,0.9833659983,false,false,false,false,true,true
2026-06-15T12:00:00Z,1,1,buy,buy,-260,-260,41,41,20936,19852,6.343608,6.015156,0.000303,0.000303,0.9482231563,false,false,false,false,true,true
2026-06-15T12:05:00Z,1,1,buy,sell,-261,-261,40,40,22278,22437,6.7569174,6.8051421,0.0003033,0.0003033,0.9929134911,true,true,true,true,true,true
2026-06-15T12:15:00Z,1,1,sell,sell,-260,-260,40,40,18350,23105,5.576565,7.0216095,0.0003039,0.0003039,0.7942003895,false,false,false,false,true,true
2026-06-15T12:20:00Z,2,1,sell,sell,-260,-257,40,40,41002,20040,12.4905274,6.110196,0.0003046321497,0.0003049,0.4891863894,false,false,false,false,true,true
2026-06-15T12:25:00Z,2,1,buy+sell,sell,-260,-224,39,39,57337,20250,17.6574932,6.234975,0.0003079598375,0.0003079,0.3531064647,false,false,false,false,true,true
2026-06-15T12:30:00Z,1,1,buy,buy,-258,-258,43,43,19390,22848,5.970181,7.0348992,0.0003079,0.0003079,0.8486519608,false,false,false,false,true,true
2026-06-15T12:35:00Z,1,2,buy,buy,-261,-261,39,39,18981,23031,5.8366575,7.0866387,0.0003075,0.0003077,0.8236143745,false,false,false,false,true,true
2026-06-15T12:40:00Z,1,1,sell,buy,-260,-260,39,39,19226,20328,5.9100724,6.2488272,0.0003074,0.0003074,0.9457890594,true,true,true,false,true,true
2026-06-15T12:45:00Z,1,1,buy,buy,-255,-255,41,41,21835,22243,6.703345,6.828601,0.000307,0.000307,0.9816571506,false,false,false,false,true,true
2026-06-15T12:50:00Z,1,1,sell,buy,-259,-259,39,39,18960,19556,5.824512,6.0076032,0.0003072,0.0003072,0.9695234199,true,true,true,true,true,true
2026-06-15T12:55:00Z,2,1,sell,buy,-259,-215,40,40,21126,20448,6.4730064,6.2652672,0.0003064,0.0003064,0.9679068446,true,true,true,true,true,true
2026-06-15T13:00:00Z,1,1,sell,sell,-259,-259,40,40,23091,21606,7.0635369,6.6092754,0.0003059,0.0003059,0.9356892296,false,false,false,false,true,true
2026-06-15T13:05:00Z,1,2,buy,buy+sell,-259,-259,42,42,19677,23242,6.0172266,7.1074036,0.0003058,0.0003058,0.8466138886,false,false,false,false,true,true
2026-06-15T13:10:00Z,1,1,buy,sell,-259,-259,39,39,19367,22675,5.9146818,6.924945,0.0003054,0.0003054,0.8541124587,true,true,false,false,true,true
2026-06-15T13:15:00Z,1,1,buy,sell,-258,-258,39,39,17890,19982,5.486863,6.1304776,0.0003067,0.0003068,0.8950139545,true,true,false,false,true,true
2026-06-15T13:20:00Z,1,1,buy,buy,-260,-260,39,39,18870,20709,5.861022,6.4322154,0.0003106,0.0003106,0.9111980298,false,false,false,false,true,true
2026-06-15T13:25:00Z,1,1,buy,sell,-261,-261,39,39,20689,19973,6.4094522,6.1876354,0.0003098,0.0003098,0.9653922374,true,true,true,true,true,true
2026-06-15T13:30:00Z,1,1,buy,buy,-259,-259,41,41,20237,22417,6.3179914,6.9985874,0.0003122,0.0003122,0.9027523754,false,false,false,false,true,true
2026-06-15T13:35:00Z,1,1,sell,sell,-261,-261,40,40,18178,19795,5.6660826,6.1701015,0.0003117,0.0003117,0.9183127052,false,false,false,false,true,true
2026-06-15T13:40:00Z,2,2,buy,buy,-260,-260,40,40,20501,22646,6.4065625,7.076875,0.0003125,0.0003125,0.9052812859,false,false,false,false,true,true
2026-06-15T13:45:00Z,1,1,sell,buy,-259,-259,42,42,20912,22593,6.5266352,7.0512753,0.0003121,0.0003121,0.9255964237,true,true,true,false,true,true
2026-06-15T13:50:00Z,1,1,sell,buy,-260,-260,41,41,18917,18727,5.883187,5.824097,0.000311,0.000311,0.9899561241,true,true,true,true,true,true
2026-06-15T13:55:00Z,1,1,buy,buy,-260,-260,39,39,21567,17973,6.7267473,5.6057787,0.0003119,0.0003119,0.8333565169,false,false,false,false,true,true
2026-06-15T14:00:00Z,1,1,buy,buy,-260,-260,38,38,17814,21452,5.5615308,6.6973144,0.0003122,0.0003122,0.8304120828,false,false,false,false,true,true
2026-06-15T14:05:00Z,1,1,sell,buy,-261,-261,40,40,19695,21260,6.062121,6.543828,0.0003078,0.0003078,0.9263875823,true,true,true,false,true,true
2026-06-15T14:10:00Z,1,1,sell,buy,-257,-257,39,39,23119,18077,7.1391472,5.5821776,0.0003088,0.0003088,0.7819109823,true,false,false,false,true,true
2026-06-15T14:15:00Z,1,1,buy,buy,-260,-260,39,39,19842,22294,6.1053834,6.8620932,0.0003077,0.0003078,0.889726097,false,false,false,false,true,true
2026-06-15T14:20:00Z,1,1,buy,buy,-259,-259,39,39,21493,18434,6.6133961,5.6739852,0.0003077,0.0003078,0.857953329,false,false,false,false,true,true
2026-06-15T14:25:00Z,1,1,buy,buy,-261,-261,38,38,18584,18327,5.7182968,5.6410506,0.0003077,0.0003078,0.9864913972,false,false,false,false,true,true
2026-06-15T14:30:00Z,1,1,buy,buy,-262,-262,39,39,22446,20755,6.9066342,6.3863135,0.0003077,0.0003077,0.9246636372,false,false,false,false,true,true
2026-06-15T14:35:00Z,1,1,buy,sell,-260,-260,40,40,18018,21071,5.5423368,6.4814396,0.0003076,0.0003076,0.8551089175,true,true,false,false,true,true
2026-06-15T14:40:00Z,1,1,sell,buy,-260,-260,39,39,21162,22857,6.4586424,6.9759564,0.0003052,0.0003052,0.9258432865,true,true,true,false,true,true
2026-06-15T14:45:00Z,1,1,sell,buy,-259,-259,39,39,18059,22239,5.5278599,6.8073579,0.0003061,0.0003061,0.8120419084,true,true,false,false,true,true
2026-06-15T14:55:00Z,1,1,sell,buy,-258,-258,40,40,14176,18284,4.3406912,5.5985608,0.0003062,0.0003062,0.7753226865,true,false,false,false,true,true
2026-06-15T15:00:00Z,3,1,buy+sell,buy,-260,-221,45,45,60682,19115,18.6698469,5.879774,0.0003076669671,0.0003076,0.3149342376,false,false,false,false,true,true
2026-06-15T15:05:00Z,1,1,sell,sell,-262,-262,38,38,22690,19595,6.98852,6.03526,0.000308,0.000308,0.8635962979,false,false,false,false,true,true
2026-06-15T15:10:00Z,1,1,buy,sell,-257,-257,38,38,19256,18926,5.9385504,5.8367784,0.0003084,0.0003084,0.9828624844,true,true,true,true,true,true
2026-06-15T15:15:00Z,1,1,buy,buy,-259,-259,43,43,23141,20462,7.1413126,6.3145732,0.0003086,0.0003086,0.8842314507,false,false,false,false,true,true
2026-06-15T15:20:00Z,1,1,buy,buy,-259,-259,40,40,20004,20323,6.1672332,6.2655809,0.0003083,0.0003083,0.9843034985,false,false,false,false,true,true
2026-06-15T15:25:00Z,1,1,buy,buy,-259,-259,40,40,23025,18230,7.105515,5.625778,0.0003086,0.0003086,0.7917480999,false,false,false,false,true,true
